"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"gene"
1076.84943594823	2.04777336074425	0.160701928396747	12.7426806957078	3.42423434488552e-37	3.47285847258289e-33	"gene-asph"
140.876234297056	1.98016134681897	0.159041919932449	12.4505623904692	1.38863205899502e-35	7.04175317116372e-32	"gene-cep55l"
794.604189739552	1.6992586835897	0.140475247719603	12.0964989289894	1.1021208823629e-33	3.72590332964151e-30	"gene-LOC119017548"
2005.30755857951	1.20203426194687	0.100152083013502	12.0020894801042	3.46438294058581e-33	8.78394294585533e-30	"gene-abcf1"
2268.31463244438	2.58094898620329	0.216785362095328	11.9055500853806	1.10730680341479e-32	2.24606112004656e-29	"gene-ssu72"
1219.2035422578	0.937919569497079	0.0787799144112387	11.905567256662	1.10707888076981e-32	3.71907445040247e-29	"gene-srsf11_ChrAur1"
2242.2985316999	2.0175589638514	0.170733740430584	11.8169903544736	3.18905755680205e-32	5.39057029018107e-29	"gene-tnip1"
660.40815213475	1.7854366762892	0.153700916743313	11.6163046657097	3.4054992394252e-31	4.93408189803577e-28	"gene-sgta"
1130.35916782043	0.852808873235763	0.0733116169126496	11.6326567214017	2.81206978438608e-31	7.08360378686853e-28	"gene-msna"
841.622976038942	2.56229225081039	0.221645040418028	11.5603410118171	6.54483622319739e-31	8.29721612195849e-28	"gene-g8458"
2336.60307514911	2.26723868707879	0.197334070097281	11.4893423419539	1.4924376161933e-30	1.68181136704805e-27	"gene-mapk6"
5185.06765694913	2.03272800507731	0.177328606887205	11.463057431959	2.02246791115267e-30	2.05118695549103e-27	"gene-psmd1"
1467.87638867008	2.13754032130781	0.186660594846353	11.4514813534549	2.31161007819562e-30	2.13130449209637e-27	"gene-g19177"
97.0520225892719	-1.62399864586005	0.143354063512886	-11.3285846669708	9.47229547387752e-30	8.00566839133882e-27	"gene-LOC119019120"
1007.0861085936	2.63503086180417	0.233261550675296	11.2964646516998	1.36607442604711e-29	1.06574821761306e-26	"gene-epn1b"
15569.6040119463	2.51480827296039	0.222771989086933	11.2887095153558	1.49211290352488e-29	1.08092921911066e-26	"gene-uba1"
864.338232454404	2.16972158131985	0.19231518430246	11.2821126901112	1.60836279231429e-29	1.08746769597677e-26	"gene-ranbp9"
835.344082458508	2.10330867502074	0.186743215091814	11.2631062605762	1.99596839291064e-29	1.26519446505623e-26	"gene-ythdf1_ChrAur2"
375.230306158194	2.17056532545499	0.193238819832698	11.2325532071362	2.82203964280803e-29	1.59758745995584e-26	"gene-dazap2"
1833.64146993342	2.18245865675491	0.194361087006529	11.2288868639719	2.94160999507814e-29	1.59758745995584e-26	"gene-soga3a"
3278.54228406319	1.49680599126091	0.133317730256771	11.2273587944983	2.99291675598116e-29	1.59758745995584e-26	"gene-xrn2"
